Sentimen;stemming
Positif;['bagus', 'bersih', 'pantai']
Positif;['pantai', 'bagus', 'cantik', 'tambah', 'saranasarana', 'tarik', 'minat', 'unjung']
Positif;['soo', 'beautiful', 'suguh', 'pandang', 'pantai', 'indah', 'khawatir', 'malam', 'sedia', 'inap', 'nyaman', 'suguh', 'hampar', 'pasir', 'putih', 'debur', 'ombak', 'tenang']
Positif;['pantai', 'asyik', 'madura', 'pantai', 'sembilan', 'asyik']
Negatif;['kereenada', 'banana', 'boat', 'dlltp', 'sayang', 'kesana', 'siang', 'haripuanass', 'bgtdan', 'berangkat', 'pulang', 'susahnunggu', 'penuh', 'kapal', 'brgkt']
Positif;['bagus', 'tiket', 'murah', 'rp', 'orang', 'biaya', 'kapal', 'angkut', 'labuh', 'saronggi', 'pantai', 'rp', 'orang', 'sana', 'nyaman', 'sesi', 'potret']
Positif;['pasir', 'pantai', 'bersih', 'putih', 'ombak', 'tenang', 'asik', 'libur', 'teman', 'sumenep', 'pokok', 'agam', 'fasilitas', 'sedia', 'dalam', 'home', 'stay', 'toilet', 'warung', 'makan']
Positif;['indah', 'banget', 'sesal', 'deh', 'kesana', 'inap']
Positif;['ombak', 'tenang', 'pandang', 'bagus', 'sunrise', 'sunset', 'kesan', 'kangen', 'deh']
Positif;['keren', 'bersih', 'ramah', 'anak', 'keluarga']
Positif;['bagus', 'bersih', 'air', 'jernih', 'kamar', 'mandi', 'bersih', 'top', 'deh', 'pokok']
Positif;['bagus', 'healing', 'cari', 'tenang', 'pantai', 'ombak', 'tenang', 'sepi']
Positif;['pantai', 'ujung', 'gili', 'genting', 'bentuk', 'sang', 'kepala', 'desa', 'sedia', 'warung', 'jual', 'aneka', 'jajan', 'harga', 'normal', 'sedia', 'inap', 'tepi', 'pantai', 'penyebrangan', 'sumenep', 'labuh', 'kalianget']
Netral;['pulang', 'ponakan', 'pulang', 'suami']
Positif;['pantai', 'bagus', 'banget', 'sesal', 'jalan', 'surabaya', 'sumenep', 'nyebrang', 'pakai', 'pantai', 'sedia', 'inap', 'sewa', 'unjung', 'warungwarung', 'makan', 'sedia', 'pasir']
Positif;['exited', 'parah', 'pas', 'kesini', 'tempat', 'bagus', 'banget', 'unjung', 'kayak', 'pulau', 'pribadi']
Negatif;['sumpah', 'sebal', 'banget', 'vila', 'jm', 'siang', 'salah', 'ac', 'acnya', 'nyala', 'bukanx', 'cek', 'siang', 'panas', 'dingin', 'tunggu', 'sore', 'uangx', 'kembali', 'tidur', 'masak']
Positif;['surga', 'sembunyi', 'ujung', 'timur', 'pulau', 'madurapulau', 'gili', 'genting', 'namanyapantai', 'pasir', 'putihbersihada', 'resortnyawajib', 'kunjung', 'sumenep', 'madura']
Positif;['pantai', 'indah', 'pasir', 'putih', 'laut', 'biru', 'bening', 'asri']
Positif;['laut', 'hijau', 'hijau', 'biru', 'pandang', 'bagus', 'tiket', 'masuk', 'murah riah', 'kamar', 'mandi', 'bersih', 'pasir', 'pantai', 'nemu', 'sampah', 'piring', 'kaca', 'moga', 'bagus', 'depan']
Positif;['pantai', 'lumayan', 'bagus', 'singgah', 'snorkeling', 'gili', 'labak']
Positif;['pantai', 'bersih', 'suasana', 'ramai', 'cocok', 'escape', 'weekend']
Positif;['bagus', 'pantai', 'akses', 'pulau', 'mudah', 'gili']
Negatif;['bersih', 'jaga', 'unjung']
Netral;['pantai', 'perahu', 'perahu', 'barang', 'labuh', 'tanjung', 'pulau', 'gili', 'genteng', 'operasi', 'pagi', 'sore']
Positif;['wisata', 'indah', 'pasir', 'putih', 'cocok', 'suka', 'selfie']
Positif;['wisata', 'cocok', 'hasil', 'problematika', 'hidup']
Positif;['pantai', 'sembilan', 'kerren', 'mengunjui', 'inap', 'malam', 'pandang', 'pantai', 'sembilan', 'asri', 'pasir', 'putih', 'laut', 'biru', 'manja', 'mata', 'lepas', 'stres']
Positif;['pantai', 'bagus', 'pulau', 'ramah', 'nyaman', 'harga', 'makan', 'kelas', 'pariwisata', 'harga', 'main', 'getok', 'alias', 'sahabat']
Positif;['kaya', 'indah', 'gugus', 'pantai', 'perintah', 'sumenep', 'rawat', 'kembang', 'bentuk', 'jaga', 'cipta', 'allah', 'swt', 'bangga']
Positif;['pantai', 'bagus', 'terawatcocok', 'libur', 'keluargaada', 'banana', 'boatnya', 'seru', 'banget', 'warung', 'komplit', 'inap', 'mck', 'bersih', 'awat']
Positif;['recomended', 'wisata', 'uras', 'kantong']
Positif;['perahu', 'pantai', 'sembilan', 'pp', 'tiket', 'masuk', 'pantai', 'nikmat', 'murah', 'riah']
Positif;['bagus', 'pulang', 'pantai', 'sembilan']
Positif;['pantai', 'bersih', 'bagus', 'senang']
Positif;['pantai', 'bersih', 'ramai', 'keindahaannya', 'ragu', 'kika', 'niat', 'lupa', 'buang', 'sampah', 'jaga', 'kualitas', 'keindahaan', 'pantai']
Positif;['pasir', 'putih', 'villa', 'gazebo', 'layak']
Positif;['tempat', 'asikk', 'keluarga', 'pantai', 'putih', 'bersih', 'cocok', 'libur', 'keluarga', 'teman', 'rekan', 'kerja', 'pandang', 'senja', 'indah']
Positif;['bagus', 'murahtp', 'sayang', 'sampah', 'bawah', 'air', 'laut', 'bibir', 'pantai', 'abai']
Positif;['pantai', 'nyaman', 'pas', 'weekdays', 'duduk', 'ramah']
Positif;['indah', 'lewat', 'perahu']
Positif;['seru', 'jalan', 'pantai', 'sembilanharga', 'pas', 'kantong']
Positif;['makan', 'murah', 'enak', 'suasa', 'enak', 'banget', 'malam', 'uh', 'suka']
Positif;['bening', 'banget', 'snorkeling', 'langsung', 'renang', 'basah', 'area', 'potret']
Positif;['keren', 'bangetpantai', 'noda', 'asli', 'moga', 'masyarakat', 'jaga', 'indah']
Negatif;['bagus', 'pantai', 'kadang', 'manage']
Positif;['main', 'panatai', 'nginap', 'meikmati', 'sunset']
Positif;['pantai', 'indah', 'tengah', 'pulau', 'giligenting', 'sumenep', 'madurafasilitas', 'lengkap', 'murah']
Positif;['lumayan', 'bagus', 'bagus', 'lumayan', 'deh']
Positif;['sejuk', 'sedia', 'inap', 'akses', 'menyebrang', 'laut']
Negatif;['bagus', 'fasilitas', 'awat']
Positif;['ahamdulilah', 'turut', 'pantai', 'sembilan', 'pantai', 'mengunakan', 'kapal', 'harga', 'jangkau', 'ribu', 'orang']
Positif;['bagus', 'pantai', 'jalan', 'tempuh', 'jam', 'perahu', 'biaya', 'pp', 'perahu', 'ribu']
Positif;['cocok', 'banget', 'lepas', 'penat']
Positif;['pantai', 'pasir', 'putih', 'letak', 'pulau', 'giligenting', 'kabupaten', 'sumenep', 'air', 'jernih', 'snorkelling', 'diving']
Positif;['tempat', 'bagus', 'cocok', 'renang', 'anakanak']
Positif;['bagus', 'banget', 'wisata']
Positif;['pantai', 'tenang', 'pasir', 'putih', 'nyaman', 'renang']
Positif;['bersih', 'warga', 'ramah', 'makan', 'minum', 'bilang', 'bersahat', 'daerah', 'wisata']
Positif;['pantai', 'sembilan', 'pulau', 'gili', 'genting', 'harga', 'makan', 'murah', 'view', 'bagus', 'banget', 'sunset', 'inap', 'standar', 'check', 'fleksibel', 'kamar', 'ready', 'sewa', 'tenda', 'dome', 'minat', 'camping', 'minus', 'smpah', 'mana', 'sampah', 'sedia', 'banget']
Positif;['pasir', 'putih', 'alami', 'bising', 'kota', 'udara', 'bersih', 'view', 'bagus', 'nikmat', 'indah', 'pantai', 'santap', 'ikan', 'segar', 'langsung', 'masak']
Positif;['wisata', 'pantai', 'favorit', 'keluarga', 'pasir', 'bersih', 'ombak', 'tenang', 'inap', 'jangkau']
Positif;['nyaman', 'wisata', 'keluarga']
Positif;['tempat', 'bersih', 'nyaman', 'rekreasi', 'keluargatersedia', 'penginapannyawah', 'pokoke', 'manteeeep']
Positif;['bagus', 'air', 'jerni', 'pasir', 'putih', 'sarana', 'toilet', 'mahal']
Positif;['pagi', 'pantai', 'bersih', 'bebas', 'sampah', 'pokok', 'syukak', 'banget']
Positif;['pantai', 'bersih', 'pasir', 'putih', 'laut', 'biru']
Positif;['mantap']
Positif;['trip', 'gili', 'labak', 'bagus', 'sepi']
Positif;['oh', 'surga', 'duniawi', 'manja', 'mata', 'unjung']
Positif;['pulau', 'lupa', 'tinggal', 'perahu', 'perahu', 'penyebrangan', 'jam', 'jam']
Positif;['pantai', 'super', 'duper', 'bagus', 'paraahhhh']
Positif;['pantai', 'sembilan', 'workshop', 'libur', 'diskusi', 'kerja', 'air', 'laut', 'bening', 'tempat', 'nyaman', 'suasana', 'bagus', 'sunset']
Positif;['pantai', 'indah', 'bersih', 'pasir', 'putih']
Positif;['tata', 'keren', 'ubah']
Positif;['wisata', 'pantai', 'manja', 'mata']
Negatif;['puanas', 'bangetpasirnya', 'putihtp', 'lumayan', 'obyek', 'foto']
Positif;['mantap', 'healing', 'gesss']
Positif;['bagus', 'inap', 'asyik']
Positif;['bagus', 'banget', 'low', 'budget', 'orang', 'orang', 'ramah']
Negatif;['bersih', 'cuman', 'transit', 'foto', 'makan', 'gili', 'labak']
Positif;['pantai', 'cantikditambah', 'display', 'oke', 'ditambahin', 'fasilitas', 'layan']
Positif;['keren', 'banget', 'air', 'jernih', 'pasir', 'putih', 'bersih']
Positif;['cantik', 'nyaman', 'wajib', 'coba', 'pantai', 'sembilan', 'giligenting', 'sumenep']
Positif;['joss', 'terkangkau', 'indah']
Positif;['indah', 'banget', 'pantainyaairnya', 'biru']
Positif;['hati', 'ombak', 'mending', 'nyebrang', 'perahu', 'mabuk', 'laut']
Positif;['pantai', 'kunjung', 'suka', 'pantai', 'pandang', 'bersih', 'atur', 'fasilitas', 'sedia', 'sampah', 'very', 'excellent']
Negatif;['pantai', 'bagustapi', 'cuaca', 'panascocok', 'ngitamin', 'kulit']
Positif;['pantai', 'bersih', 'inap', 'sedia', 'jual', 'masyarakat', 'ramah']
Positif;['wisata', 'murah', 'puas', 'pantai', 'negeri', 'sewa', 'banana', 'boot', 'sborkling', 'inap']
Positif;['fasilitas', 'inap', 'bagus', 'unik', 'pantai', 'bersih', 'aktivitas', 'main', 'pantai', 'main', 'banana', 'sewa', 'atv']
Positif;['kerren', 'mantap', 'banget', 'tempat']
Positif;['indah', 'pantai', 'nyaman', 'malam', 'inap']
Positif;['fasilitas', 'pandang', 'bagus', 'inap']
Positif;['pulau', 'asri', 'duduk', 'ramah', 'pancing', 'angler', 'anhler', 'mania', 'rekomended', 'pancing', 'spot', 'spot', 'mancing', 'janji']
Positif;['bersih', 'indah', 'sejuk', 'kuliner', 'lengkap', 'murah', 'riah']
Positif;['spot', 'pantai', 'pasir', 'putih', 'bagus', 'keluarga']
Positif;['bagus', 'bersih', 'cocok', 'nikmat', 'udara', 'pantai']
Positif;['pantai', 'menyenangkanindah']
Positif;['pantai', 'bagus', 'gazebo', 'duduk', 'beramairamai', 'photo', 'booth', 'unik', 'inap', 'kamarkamar', 'villa', 'apa', 'nama', 'biaya', 'situ']
Positif;['pantai', 'sembilan', 'indah', 'homestay', 'istimewa', 'harga', 'jangkau']
Positif;['pantai', 'bagus', 'air', 'jenih', 'cuman', 'snorkeling', 'dkk']
Positif;['nyamanasri', 'pantai', 'bersih']
Positif;['view', 'bagus', 'air', 'laut', 'bersih', 'inap']
Positif;['asyik', 'libur', 'santa', 'dar', 'habis', 'luang']
Positif;['pantai', 'cocok', 'wisata', 'keluarga']
Negatif;['gerah', 'angin']
Positif;['keren', 'banget', 'pandang', 'yagesya']
Positif;['fasilitas', 'pada', 'tiket', 'masuk', 'murah', 'lumayan', 'bersih', 'pantai']
Positif;['spot', 'foto', 'makan', 'harga', 'standar']
Positif;['pantai', 'bersih', 'tenang', 'cocok', 'honeymoon', 'libur', 'keluarga']
Positif;['pas', 'libur', 'keluarga', 'laut', 'tenang', 'indah', 'pantai']
Positif;['wisata', 'pantai', 'bagus', 'banget', 'kabsumenep']
Positif;['laut', 'jernih', 'tempak', 'wisata', 'pasir', 'inap', 'banana', 'boat', 'hoby', 'mancing', 'puas']
Positif;['amazing', 'landscape', 'amazing', 'peoples', 'love', 'layak', 'kunjung']
Positif;['pantai', 'bersih', 'bagus', 'tambah', 'toko', 'souvenir', 'dll', 'kuta', 'bal']
Positif;['sumpah', 'pandang', 'bagus', 'banget', 'harga', 'makan', 'aman', 'kantong']
Positif;['suka', 'penginapanya', 'air', 'jernihh']
Positif;['pantai', 'bagus', 'bersihklu', 'unjung', 'sadar', 'wisata', 'bersih', 'terjagacm', 'unjung', 'tinggal', 'bekas', 'bungkus', 'makan', 'sembarang']
Positif;['bagus', 'wisata', 'keluarga']
Positif;['sepi', 'banget', 'tumben', 'rombong', 'orang', 'pantai', 'bagus', 'laut', 'bagus', 'inap', 'cantik', 'unik', 'bentuk', 'seru', 'coba', 'inap', 'deh', 'kali']
Positif;['pantai', 'bersih', 'tiket', 'masuk', 'pantai', 'kena', 'bea', 'kada', 'sedia', 'makananmau', 'stay', 'harga', 'variasi', 'pantai', 'orang', 'menjauhdekat', 'pantai', 'hrg', 'tinggal', 'duduk', 'gantung', 'nego']
Positif;['pantai', 'indah', 'duduk', 'ramah']
Positif;['sunset', 'sunrisenya', 'cantik', 'banget', 'pasir', 'putih', 'ombak', 'lembut', 'buat', 'malam', 'minggu', 'rame', 'banget', 'tidur', 'pinggir', 'pantai', 'pagi', 'spot', 'selfie', 'wahana', 'main', 'air']
Positif;['panti', 'bersih', 'villa', 'nyaman', 'suasana', 'malam', 'bagus']
Positif;['rekomendasi', 'destinasi', 'wisata', 'kabupaten', 'sumenep', 'nyaman', 'senang']
Positif;['pantai', 'bagus', 'lumayan', 'bersih', 'sampah', 'unjung', 'suka', 'buang', 'sampah', 'laut', 'harga', 'tiket', 'non', 'weekend', 'rame', 'tiket', 'sewa', 'sampan', 'laku', 'kali']
Positif;['pantai', 'sembilan', 'perahu', 'reguler', 'berangkat', 'labuh', 'tanjung', 'saronggi', 'tarif', 'ribu', 'orang', 'dewasa', 'perahu', 'bawa', 'sepeda', 'motor', 'parkir', 'mobil', 'daerah']
Positif;['bagus', 'pokok', 'butuh', 'vitamin', 'sea']
Positif;['syukur', 'seberang', 'pakai', 'kapal', 'tongkang', 'rp', 'deh', 'pantai', 'sembilan', 'masyaallahwalhamdulillah', 'pantai', 'bersih', 'tangkap', 'pikir', 'fasilitas']
Positif;['fasilitas', 'lengkap', 'toilet', 'banana', 'boat', 'rbmaxorg', 'sewa', 'kano', 'atv', 'spot', 'foto', 'gratis', 'istirahat', 'inap', 'malam', 'tarif', 'rbmalam', 'camping']
Negatif;['berisik', 'live', 'musicnya', 'rame', 'suara', 'fals', 'pokok', 'worth', 'banget', 'tenangin', 'kesini', 'tambah', 'pikir']
Positif;['bagus', 'pantai', 'kesana', 'bosan', 'kesana', 'lagilagidan']
Positif;['inap', 'sewa', 'bagus', 'pantai', 'pohon']
Negatif;['rame', 'air', 'lampu', 'wc', 'mati', 'kano', 'bocor']
Positif;['pantai', 'bersih', 'seberang', 'pulau', 'madura', 'tempat', 'bersih', 'nyaman', 'pasir', 'putih', 'bersih', 'main', 'laut', 'banana', 'boat', 'dll', 'bungalow', 'murah', 'riah', 'hadap', 'pantai', 'tinggal', 'kelola', 'jaga', 'bersih', 'pantai', 'orang', 'kerasan', 'nyaman']
Positif;['keren', 'lihat', 'pandang', 'sedia', 'kelola', 'sayang', 'batas', 'renang', 'ganti', 'pakai', 'ok', 'gan', 'pantai']
Positif;['pasir', 'putih', 'pasir', 'air', 'bersih', 'inap', 'ber', 'ac', 'inap']
Positif;['mantap', 'ngecamp', 'masuk', 'sewa', 'tenda', 'orang', 'kapal', 'korg', 'motor', 'angkut', 'kkjasa', 'angkut', 'motor', 'kapal']
Positif;['turut', 'tempat', 'enak', 'pasir', 'putih', 'obyek', 'buat', 'foto', 'foto', 'cotage', 'ukur', 'kali', 'meter', 'jelek', 'turun', 'kapal', 'seberang', 'jembatan', 'arah', 'pantai', 'dimintain', 'karcis', 'ujung', 'jembatan', 'pantai', 'dimintain', 'karcis']
Positif;['when', 'i', 'was', 'there', 'the', 'beach', 'was', 'sok', 'clean', 'no', 'trash', 'and', 'trash', 'bin', 'everywhere', 'you', 'also', 'can', 'rent', 'snorkeling', 'set', 'jual', 'makan', 'ringan', 'minum', 'sedia', 'gubuk', 'rapi', 'tarik', 'unjung']
Positif;['pantai', 'indahmeskipun', 'nyebrang', 'laut', 'kesanaviewnya', 'cantik', 'inap', 'pinggir', 'pantaijd', 'bangun', 'tidur', 'langsung', 'tatap', 'laut']
Positif;['lokasi', 'pantai', 'unjung', 'menyebrangi', 'laut', 'kapal', 'muat', 'orang', 'maksimal', 'muat', 'sepeda', 'motor', 'maksimal', 'angkut', 'turun', 'darat', 'lanjut', 'jalan', 'kaki', 'pantai']
Positif;['panti', 'tenang', 'jernih', 'air', 'pabtai', 'butuh', 'jalan', 'perahu', 'menit', 'dermaga', 'pantai', 'sembilan', 'langsung', 'ikanikan', 'renang', 'bawah', 'dermaga', 'buat']
Positif;['wisata', 'buming', 'daerah', 'madura', 'kota', 'pantai', 'timur', 'sumenep', 'saji', 'pantai', 'bagus', 'pasir', 'putih', 'air', 'jernih', 'batu', 'karang', 'bagus', 'heran', 'orang', 'gum', 'pantai']
Positif;['pantai', 'bersih', 'tarik', 'cemar', 'sampah', 'plastik', 'pandang', 'laut', 'luas', 'biru', 'manja', 'mata', 'sedia', 'wahana', 'air', 'lengkap', 'ciri', 'khas', 'toko', 'sedia', 'snack', 'makan']
Positif;['amazingluar', 'bagus', 'kecewa']
Negatif;['pantai', 'kantong', 'pas', 'an', 'lumayan', 'tiket', 'perahu', 'pp', 'ribu', 'karcis', 'masuk', 'ribu', 'btw', 'biaya', 'sewa', 'banana', 'bootx', 'lumayan', 'mahal', 'ribu', 'fasilitas']
Positif;['recommended', 'ngabisin', 'sepiii']
Positif;['hidden', 'paradise', 'asli', 'bagus', 'bersih', 'pantai', 'suasana', 'indah', 'kesana', 'perahu', 'menit', 'asli', 'recomended', 'madu', 'kamar', 'cottage']
Positif;['rekomen', 'banget', 'tempat', 'kereeeeeennnnnn']
Positif;['fasilitas', 'lengkap', 'sarana', 'santai', 'inap']
Positif;['pantai', 'sembilan', 'salah', 'pantai', 'sumenep', 'pulau', 'madura', 'tepat', 'pulau', 'nama', 'gili', 'genting', 'perahu', 'sedia', 'labuh']
Positif;['apik', 'poll', 'kayak', 'negara', 'korea', 'hahhaa']
Positif;['pantai', 'tenang', 'nyaman', 'familiable']
Positif;['pantai', 'eksotis', 'indah', 'laut', 'biru']
Positif;['tempat', 'bagus', 'moga', 'bersih', 'jaga']
Positif;['bagus', 'kesini', 'bawa', 'air', 'minum']
Positif;['wisata', 'pantai', 'bagus', 'bersih', 'cocok', 'keluarga']
Positif;['kadar', 'oksigen', 'tinggi', 'dunia']
Positif;['pantai', 'sembilan', 'salah', 'destinasi', 'wisata', 'hits', 'pulau', 'madura', 'cocok', 'libur', 'keluarga', 'temantemanharga', 'makan', 'relatif', 'jangkau', 'kantong', 'mahasiswapenduduknyapun', 'ramah', 'pantai', 'bersih', 'jernih']
Positif;['pantai', 'sembilan', 'cantik', 'elok']
Positif;['jauh', 'ramai', 'laut', 'pantai', 'tenang', 'ombak', 'cocok', 'renang', 'pasir', 'pantai', 'bersih', 'makan', 'toilet']
Positif;['pantai', 'keren']
Positif;['pantai', 'alami']
Positif;['sekian', 'keinginanakhirnya', 'pantai', 'sembilan', 'pas', 'sepijadi', 'asik', 'nikmat', 'pantai', 'pantai', 'landai', 'pasir', 'putih', 'asik', 'foto', 'ria']
Netral;['pantai', 'sembilan', 'move', 'on', 'kesini', 'tanggal', 'agustus', 'silam', 'kesini', 'nyewa', 'cottage', 'malam', 'free', 'breakfast', 'kades', 'bringsang', 'terima kasih', 'senang']
Positif;['bersih', 'aman', 'bagus', 'banget']
Positif;['pantai', 'alami', 'laut', 'jernih', 'udara', 'segar', 'suasana', 'oke', 'banget', 'nyantai', 'inap', 'mudah', 'brlama', 'sana', 'harga', 'masuk', 'jangkau', 'wahana', 'banana', 'boat', 'oke', 'deh', 'pokok']
Positif;['pantai', 'indah', 'tarik', 'kali', 'kesana', 'rang', 'laut', 'labuh', 'tanjung', 'perahu', 'mesin', 'biaya', 'orang']
Positif;['view', 'bagus', 'siang', 'panas', 'banget']
Positif;['pantai', 'sembilan', 'salah', 'destinasi', 'kunjung', 'sumenep', 'madura', 'jalan', 'labuh', 'menit', 'kota', 'sumenep', 'menit', 'nyebrang', 'pulau', 'giligenting', 'sana', 'sedia', 'main', 'air']
Positif;['bagus', 'banget', 'rekomended']
Positif;['moga', 'jaga', 'bersih']
Positif;['nyaman']
Positif;['pantai', 'bersih']
Positif;['boljug', 'bagus', 'murah', 'ati', 'makelar']
Positif;['pandang', 'takjub', 'lokasi', 'wisata', 'pantai', 'sembilan', 'sumenep', 'rugi', 'keluarga', 'suguh', 'pandang', 'pantai', 'sembilan', 'moga', 'kelola', 'kait']
Positif;['bagus', 'istirahat']
Positif;['pantai', 'keren', 'duduk', 'ramah', 'banget']
Positif;['cocok', 'libur', 'keluarga']
Positif;['pantai', 'mantab', 'cipta', 'rob']
Positif;['pantai', 'pulau', 'madura', 'indah', 'pasir', 'putih']
Positif;['bagus', 'kemarin', 'labuh', 'saronggi', 'kapal', 'bawa', 'motor', 'air', 'jernih', 'sayang', 'kemarin', 'bawa', 'ganti']
Negatif;['sayang', 'titip', 'barang', 'renang', 'jaga', 'barang', 'bawa', 'mantau']
Positif;['pantai', 'indahrecommended', 'trip', 'wisata']
Positif;['tempat', 'bagus', 'tarik', 'libur', 'bersih', 'atraksi', 'banana', 'boat', 'dll', 'sayang', 'transportasi', 'kesana', 'perahu', 'nelayan', 'sedia', 'berangkat', 'tunggu']
Positif;['keren', 'cocok', 'weekend', 'bareng', 'keluarga', 'teman']
Positif;['pikir', 'fress']
Netral;['pantai', 'letak', 'kabupaten', 'sumenep', 'menit', 'menyebrang', 'pulau', 'warga', 'tinggal', 'pulau', 'salah', 'sekolah', 'dasar', 'spot', 'spot', 'foto', 'instagramable']
Positif;['salah', 'pantai', 'pulau', 'kab', 'sumenep', 'keren', 'habis', 'sesuai', 'banget', 'ekspektasi', 'sesal', 'jangkau', 'kapal', 'motor', 'dermaga', 'saronggi', 'biaya', 'rp', 'orang']
Positif;['mantaaaap', 'bahagia', 'sederhana', 'mahal', 'happy']
Positif;['alam', 'semesta', 'sungguh', 'kejut', 'keindahnnya', 'oantai', 'sembilan', 'sumenep', 'madura']
Positif;['pantai', 'baguscuman', 'akses', 'pantai', 'perahu', 'tujuh', 'pantai']
Positif;['wajib', 'tualang']
Positif;['pantai', 'cantik']
Positif;['balik', 'sebut', 'wilayah', 'hasil', 'garam', 'pulau', 'madura', 'milik', 'destinasi', 'wisata', 'kalah', 'indah', 'gili', 'labak', 'letak', 'kabupaten', 'sumenep', 'salah', 'satu', 'barubaru']
Positif;['pantai', 'bersih', 'aman', 'nyaman', 'fasilitas', 'oke', 'harga', 'relatif', 'murah', 'akses', 'mudah', 'jangkau', 'pilih', 'wisata', 'pulau', 'pantai', 'dekat', 'pusat', 'kota', 'sumenep']
Positif;['pandang', 'bagus', 'fasilitas', 'basah', 'cuman', 'saran', 'inap', 'puas', 'jam', 'sana']
Positif;['mantap', 'libur']
Negatif;['kecewa', 'banget', 'hotel', 'layak', 'mahal']
Positif;['pandang', 'pantai', 'indah', 'bersih']
Positif;['istimewa', 'pantai', 'bersih', 'tenang', 'asri']
Positif;['fasilitas', 'pantai', 'harga', 'jamin', 'snorklingkanobanana', 'bot', 'nginap', 'nyaman', 'warung', 'makan', 'nyanyi', 'nyanyi', 'pokok']
Positif;['libur', 'murah', 'riah', 'asri', 'pantai', 'asik', 'libur', 'bareng', 'keluarga', 'rekan', 'kerja', 'fasilitas', 'inap', 'sedia']
Positif;['bersih', 'pantai']
Positif;['pantai', 'sembilan', 'laut', 'bagus', 'tenang', 'tempat']
Positif;['cocok', 'hobi', 'fotografi']
Positif;['pantai', 'bagus']
Positif;['pantai', 'tarik', 'nyaman', 'bersih', 'mandi', 'ombak', 'tenang', 'aman', 'anak', 'dag', 'dig', 'dug', 'suasana', 'menyebarng']
Positif;['pandang', 'pantai', 'pasir', 'bersih', 'cocok', 'destinasi', 'libur', 'inap', 'sedia', 'view', 'hadap', 'laut']
Negatif;['awat']
Positif;['kali', 'kesini', 'takjub', 'jalan', 'lumayan', 'kesini', 'kapal', 'pas', 'situ', 'tempat', 'bagis', 'indah', 'asri', 'pantai', 'bersih', 'bagaikn', 'bal', 'bagus', 'tiket', 'murah', 'banget', 'lupa', 'mampir']
Netral;['aji', 'go', 'pantao']
Positif;['pantai', 'bersih', 'fasilitas', 'lengkap']
Positif;['pantai', 'bersih', 'putih', 'pasir', 'debur', 'ombak', 'damai']
Positif;['salah', 'nuansa', 'alam', 'pantai', 'indah', 'pulau', 'gili', 'genting', 'kabupaten', 'sumenep', 'masyarakat', 'ramah', 'duduk', 'rantau', 'jarak', 'tempuh', 'labuh', 'talephung', 'sumenep', 'kota', 'pulau', 'gili', 'genting', 'menit']
