komentar;cleaning;tokenize
Bagus pantainya, Ramah penduduknya.;Bagus pantainya Ramah penduduknya;['bagus', 'pantainya', 'ramah', 'penduduknya']
Cocok untuk wisata pantai;Cocok untuk wisata pantai;['cocok', 'untuk', 'wisata', 'pantai']
View bagus, pantai termasuk bersih;View bagus pantai termasuk bersih;['view', 'bagus', 'pantai', 'termasuk', 'bersih']
Menawarkan pesona wisata yang baru dalam hidup anda;Menawarkan pesona wisata yang baru dalam hidup anda;['menawarkan', 'pesona', 'wisata', 'yang', 'baru', 'dalam', 'hidup', 'anda']
NORKHOLIFA SAYANG  NARTO  SAYANG  MUHAMMAD  HOLEL;NORKHOLIFA SAYANG NARTO SAYANG MUHAMMAD HOLEL;['norkholifa', 'sayang', 'narto', 'sayang', 'muhammad', 'holel']
Tempat Yang asyik bermain air di Pantai;Tempat Yang asyik bermain air di Pantai;['tempat', 'yang', 'asyik', 'bermain', 'air', 'di', 'pantai']
Senja di ujung pelabuhan;Senja di ujung pelabuhan;['senja', 'di', 'ujung', 'pelabuhan']
Pantainya mungil tapi pesonanya luar biasa ..;Pantainya mungil tapi pesonanya luar biasa;['pantainya', 'mungil', 'tapi', 'pesonanya', 'luar', 'biasa']
Pantainya indah dan sangat bersih;Pantainya indah dan sangat bersih;['pantainya', 'indah', 'dan', 'sangat', 'bersih']
Banyak spot untuk foto, dan pantainya bersih;Banyak spot untuk foto dan pantainya bersih;['banyak', 'spot', 'untuk', 'foto', 'dan', 'pantainya', 'bersih']
Pantai yang lumayan Indah bagus untuk refreshing;Pantai yang lumayan Indah bagus untuk refreshing;['pantai', 'yang', 'lumayan', 'indah', 'bagus', 'untuk', 'refreshing']
Pasirnya putih, airnya bening... Seger pokoknya;Pasirnya putih airnya bening Seger pokoknya;['pasirnya', 'putih', 'airnya', 'bening', 'seger', 'pokoknya']
Seru tapi panas banget;Seru tapi panas banget;['seru', 'tapi', 'panas', 'banget']
Menyenangkan... Bawa Keluarga ... bermalam disana..;Menyenangkan Bawa Keluarga bermalam disana;['menyenangkan', 'bawa', 'keluarga', 'bermalam', 'disana']
Panorama alam pantai yg sangat indah;Panorama alam pantai yg sangat indah;['panorama', 'alam', 'pantai', 'yg', 'sangat', 'indah']
pantai nya indah n bersih;pantai nya indah n bersih;['pantai', 'nya', 'indah', 'n', 'bersih']
Senang..tempatnya bersih dan masih alami;Senangtempatnya bersih dan masih alami;['senangtempatnya', 'bersih', 'dan', 'masih', 'alami']
"Ternyata Luas juga Pulaunya... .
Mantap";Ternyata Luas juga Pulaunya Mantap;['ternyata', 'luas', 'juga', 'pulaunya', 'mantap']
Masih kurang memuaskan wisatanya dan kurang lengkap;Masih kurang memuaskan wisatanya dan kurang lengkap;['masih', 'kurang', 'memuaskan', 'wisatanya', 'dan', 'kurang', 'lengkap']
Indaaahh baangeettzz.. Air lautnya benniiiinggg;Indaaahh baangeettzz Air lautnya benniiiinggg;['indaaahh', 'baangeettzz', 'air', 'lautnya', 'benniiiinggg']
Pantainya bagus bgt;Pantainya bagus bgt;['pantainya', 'bagus', 'bgt']
Kurang rame selain hari libur;Kurang rame selain hari libur;['kurang', 'rame', 'selain', 'hari', 'libur']
Gak kapok. Mau diajak ke sini bolak balik. Must be visited! ?????? …;Gak kapok Mau diajak ke sini bolak balik Must be visited;['gak', 'kapok', 'mau', 'diajak', 'ke', 'sini', 'bolak', 'balik', 'must', 'be', 'visited']
Menyenangkan dan Memuaskan..... Mantap;Menyenangkan dan Memuaskan Mantap;['menyenangkan', 'dan', 'memuaskan', 'mantap']
Bawa tenda kalo kesini, sama cewek;Bawa tenda kalo kesini sama cewek;['bawa', 'tenda', 'kalo', 'kesini', 'sama', 'cewek']
Yg mau prewed, ini bs jd pilihan;Yg mau prewed ini bs jd pilihan;['yg', 'mau', 'prewed', 'ini', 'bs', 'jd', 'pilihan']
Enak yah di pantai sembilan serasa berada di pantai;Enak yah di pantai sembilan serasa berada di pantai;['enak', 'yah', 'di', 'pantai', 'sembilan', 'serasa', 'berada', 'di', 'pantai']
Pantai nya bersih, keren bgt;Pantai nya bersih keren bgt;['pantai', 'nya', 'bersih', 'keren', 'bgt']
Tempat indah layak sbg destinasi wisata;Tempat indah layak sbg destinasi wisata;['tempat', 'indah', 'layak', 'sbg', 'destinasi', 'wisata']
Pantai indah dan masih alami;Pantai indah dan masih alami;['pantai', 'indah', 'dan', 'masih', 'alami']
Sangat indah dan cocok utk bulan madu;Sangat indah dan cocok utk bulan madu;['sangat', 'indah', 'dan', 'cocok', 'utk', 'bulan', 'madu']
Pantainya panjang, ada banana boat;Pantainya panjang ada banana boat;['pantainya', 'panjang', 'ada', 'banana', 'boat']
Sangat bagus;Sangat bagus;['sangat', 'bagus']
Kurang banyak olahraga air nya;Kurang banyak olahraga air nya;['kurang', 'banyak', 'olahraga', 'air', 'nya']
Tempatnya bagus dan masih alami;Tempatnya bagus dan masih alami;['tempatnya', 'bagus', 'dan', 'masih', 'alami']
Indah dan bersih;Indah dan bersih;['indah', 'dan', 'bersih']
Bersih banget, sejuk tapi agak serem nyeberangnya;Bersih banget sejuk tapi agak serem nyeberangnya;['bersih', 'banget', 'sejuk', 'tapi', 'agak', 'serem', 'nyeberangnya']
Pasir putihnya ???????? …;Pasir putihnya;['pasir', 'putihnya']
Sangat menyenangkan untuk liburan keluarga;Sangat menyenangkan untuk liburan keluarga;['sangat', 'menyenangkan', 'untuk', 'liburan', 'keluarga']
Mantap....cocok utk liburan;Mantapcocok utk liburan;['mantapcocok', 'utk', 'liburan']
Mantap;Mantap;['mantap']
Indah,,tp ngeri kl ombak jlnx?????? …;Indahtp ngeri kl ombak jlnx;['indahtp', 'ngeri', 'kl', 'ombak', 'jlnx']
Bersih harga makanan normal terjangkau;Bersih harga makanan normal terjangkau;['bersih', 'harga', 'makanan', 'normal', 'terjangkau']
Spesifik, menyenangkan, dan bersahaja;Spesifik menyenangkan dan bersahaja;['spesifik', 'menyenangkan', 'dan', 'bersahaja']
Bersih dan seru;Bersih dan seru;['bersih', 'dan', 'seru']
bersih enjoy;bersih enjoy;['bersih', 'enjoy']
Liburan anti mainstream;Liburan anti mainstream;['liburan', 'anti', 'mainstream']
Pantai yg bersih & tenang..;Pantai yg bersih tenang;['pantai', 'yg', 'bersih', 'tenang']
Bagus dan bersih....;Bagus dan bersih;['bagus', 'dan', 'bersih']
Pantai yg wajib dikunjungi....;Pantai yg wajib dikunjungi;['pantai', 'yg', 'wajib', 'dikunjungi']
Sangat bagus;Sangat bagus;['sangat', 'bagus']
Pantai nya bersih dan indah..;Pantai nya bersih dan indah;['pantai', 'nya', 'bersih', 'dan', 'indah']
Baik;Baik;['baik']
Pantainya indah dan bersih poolll;Pantainya indah dan bersih poolll;['pantainya', 'indah', 'dan', 'bersih', 'poolll']
Asik sekali mantap buat liburan;Asik sekali mantap buat liburan;['asik', 'sekali', 'mantap', 'buat', 'liburan']
Tambahkan dalam bidang edukasi dan konservasi.;Tambahkan dalam bidang edukasi dan konservasi;['tambahkan', 'dalam', 'bidang', 'edukasi', 'dan', 'konservasi']
Masih terjaga kebersihannya;Masih terjaga kebersihannya;['masih', 'terjaga', 'kebersihannya']
Wisata gili genting;Wisata gili genting;['wisata', 'gili', 'genting']
Sepi klo bukan hari libur;Sepi klo bukan hari libur;['sepi', 'klo', 'bukan', 'hari', 'libur']
Keren bngt t4 wisata in;Keren bngt t wisata in;['keren', 'bngt', 't', 'wisata', 'in']
Luar biasa;Luar biasa;['luar', 'biasa']
Bagus,, tp sayang.. Mabuk laut ?? …;Bagus tp sayang Mabuk laut;['bagus', 'tp', 'sayang', 'mabuk', 'laut']
Karena tempatnya nyaman dan menenangkan;Karena tempatnya nyaman dan menenangkan;['karena', 'tempatnya', 'nyaman', 'dan', 'menenangkan']
Fasilitas Memadai,, Tertata Rapi Dan Indah..;Fasilitas Memadai Tertata Rapi Dan Indah;['fasilitas', 'memadai', 'tertata', 'rapi', 'dan', 'indah']
Sangat cocok untuk melihat sunset;Sangat cocok untuk melihat sunset;['sangat', 'cocok', 'untuk', 'melihat', 'sunset']
Pasir pantainya sangat bagus;Pasir pantainya sangat bagus;['pasir', 'pantainya', 'sangat', 'bagus']
Susah air tawar buat mandi wudhu;Susah air tawar buat mandi wudhu;['susah', 'air', 'tawar', 'buat', 'mandi', 'wudhu']
?????? …;;[]
Cantikk;Cantikk;['cantikk']
bagus?????? …;bagus;['bagus']
Mntap;Mntap;['mntap']
Pantainya so beautiful;Pantainya so beautiful;['pantainya', 'so', 'beautiful']
The best untuk pantai sembilan, keren.;The best untuk pantai sembilan keren;['the', 'best', 'untuk', 'pantai', 'sembilan', 'keren']
Suasana nyaman;Suasana nyaman;['suasana', 'nyaman']
Pantainya bagus dan bersih;Pantainya bagus dan bersih;['pantainya', 'bagus', 'dan', 'bersih']
Naik prahunya dimana ke pantai sembilan;Naik prahunya dimana ke pantai sembilan;['naik', 'prahunya', 'dimana', 'ke', 'pantai', 'sembilan']
Pokoknya pantai sembilan muuuuaaaantap;Pokoknya pantai sembilan muuuuaaaantap;['pokoknya', 'pantai', 'sembilan', 'muuuuaaaantap']
Pantai yang nyaman buat bersantai;Pantai yang nyaman buat bersantai;['pantai', 'yang', 'nyaman', 'buat', 'bersantai']
Pantai pasir putih yg indah..;Pantai pasir putih yg indah;['pantai', 'pasir', 'putih', 'yg', 'indah']
Destinasi yg bagus...cocok untuk honimun;Destinasi yg baguscocok untuk honimun;['destinasi', 'yg', 'baguscocok', 'untuk', 'honimun']
Lumayan lah buat jalan jalan sore;Lumayan lah buat jalan jalan sore;['lumayan', 'lah', 'buat', 'jalan', 'jalan', 'sore']
Bagus bngt..;Bagus bngt;['bagus', 'bngt']
Numpang lewat doang gw..jadi 2 bintang;Numpang lewat doang gwjadi bintang;['numpang', 'lewat', 'doang', 'gwjadi', 'bintang']
Fasilitas memadai ada penginapan juga,;Fasilitas memadai ada penginapan juga;['fasilitas', 'memadai', 'ada', 'penginapan', 'juga']
Bagus. Sayang kurang banyak pepohonan.;Bagus Sayang kurang banyak pepohonan;['bagus', 'sayang', 'kurang', 'banyak', 'pepohonan']
Salah satu tempat favorit ???? …;Salah satu tempat favorit;['salah', 'satu', 'tempat', 'favorit']
Pantai unik yang ada di sumenep cocokbuat tamasya;Pantai unik yang ada di sumenep cocokbuat tamasya;['pantai', 'unik', 'yang', 'ada', 'di', 'sumenep', 'cocokbuat', 'tamasya']
Mantaaappp banyak spot fotonyaaa;Mantaaappp banyak spot fotonyaaa;['mantaaappp', 'banyak', 'spot', 'fotonyaaa']
Mantappp;Mantappp;['mantappp']
pemandangan view yang sangat indah;pemandangan view yang sangat indah;['pemandangan', 'view', 'yang', 'sangat', 'indah']
Pantai yang sangat indah di ujung sumenep...;Pantai yang sangat indah di ujung sumenep;['pantai', 'yang', 'sangat', 'indah', 'di', 'ujung', 'sumenep']
Bersih & indah pantainya..;Bersih indah pantainya;['bersih', 'indah', 'pantainya']
Pantai yg indah n jernih;Pantai yg indah n jernih;['pantai', 'yg', 'indah', 'n', 'jernih']
Saat Hari Libur Karcis Naik.;Saat Hari Libur Karcis Naik;['saat', 'hari', 'libur', 'karcis', 'naik']
Bening luar biasa, sedap dipandang mata;Bening luar biasa sedap dipandang mata;['bening', 'luar', 'biasa', 'sedap', 'dipandang', 'mata']
Bagus;Bagus;['bagus']
Bagus sekali?? …;Bagus sekali;['bagus', 'sekali']
Holiday yang tenang...tempat bersahabat;Holiday yang tenangtempat bersahabat;['holiday', 'yang', 'tenangtempat', 'bersahabat']
Wisata pantai 9 pasir putih;Wisata pantai pasir putih;['wisata', 'pantai', 'pasir', 'putih']
Tempat nyaman, bersih dan sejuk;Tempat nyaman bersih dan sejuk;['tempat', 'nyaman', 'bersih', 'dan', 'sejuk']
Bagus sekali keren;Bagus sekali keren;['bagus', 'sekali', 'keren']
Bagus spot fotonya;Bagus spot fotonya;['bagus', 'spot', 'fotonya']
Secuil surga di bumi;Secuil surga di bumi;['secuil', 'surga', 'di', 'bumi']
Asik banget pantainya....;Asik banget pantainya;['asik', 'banget', 'pantainya']
Bersih dan nyaman pantainya;Bersih dan nyaman pantainya;['bersih', 'dan', 'nyaman', 'pantainya']
Pantai bersih dan indah;Pantai bersih dan indah;['pantai', 'bersih', 'dan', 'indah']
Indah banget;Indah banget;['indah', 'banget']
Liburan yg pas dgn budget yg pas pula;Liburan yg pas dgn budget yg pas pula;['liburan', 'yg', 'pas', 'dgn', 'budget', 'yg', 'pas', 'pula']
Bagus keren bersih;Bagus keren bersih;['bagus', 'keren', 'bersih']
Tempatnya indah;Tempatnya indah;['tempatnya', 'indah']
Bagus;Bagus;['bagus']
Pasirnya  putih, pantai juga bersih;Pasirnya putih pantai juga bersih;['pasirnya', 'putih', 'pantai', 'juga', 'bersih']
Bagus;Bagus;['bagus']
Pantainya bersih;Pantainya bersih;['pantainya', 'bersih']
Nyaman untuk lepas suntuk keluarga;Nyaman untuk lepas suntuk keluarga;['nyaman', 'untuk', 'lepas', 'suntuk', 'keluarga']
Bagus banget pantainya;Bagus banget pantainya;['bagus', 'banget', 'pantainya']
Bagus, mantap, mantul, recomanded;Bagus mantap mantul recomanded;['bagus', 'mantap', 'mantul', 'recomanded']
Sering berkunjung dan berenang;Sering berkunjung dan berenang;['sering', 'berkunjung', 'dan', 'berenang']
Asyik.....;Asyik;['asyik']
Pantainya bagus;Pantainya bagus;['pantainya', 'bagus']
Kereeeeen abisssss;Kereeeeen abisssss;['kereeeeen', 'abisssss']
mantap buat wisata;mantap buat wisata;['mantap', 'buat', 'wisata']
Pemandangannya indah sekali;Pemandangannya indah sekali;['pemandangannya', 'indah', 'sekali']
Asseek, tenang nyaman;Asseek tenang nyaman;['asseek', 'tenang', 'nyaman']
Cukup baik untuk berwisata kesana;Cukup baik untuk berwisata kesana;['cukup', 'baik', 'untuk', 'berwisata', 'kesana']
Keren banget pantainya.;Keren banget pantainya;['keren', 'banget', 'pantainya']
Tempat yg penuh dengan kenangan ?? …;Tempat yg penuh dengan kenangan;['tempat', 'yg', 'penuh', 'dengan', 'kenangan']
Wisata snorkling plus bungalow;Wisata snorkling plus bungalow;['wisata', 'snorkling', 'plus', 'bungalow']
Bersih, tenang, dan penih kenyamanan?? …;Bersih tenang dan penih kenyamanan;['bersih', 'tenang', 'dan', 'penih', 'kenyamanan']
kades ramah pelayanan;kades ramah pelayanan;['kades', 'ramah', 'pelayanan']
pantainya keren;pantainya keren;['pantainya', 'keren']
Bagus sayang saya tidak ada foto di sini;Bagus sayang saya tidak ada foto di sini;['bagus', 'sayang', 'saya', 'tidak', 'ada', 'foto', 'di', 'sini']
Menakjubkan dan bikin pengen balik lagii;Menakjubkan dan bikin pengen balik lagii;['menakjubkan', 'dan', 'bikin', 'pengen', 'balik', 'lagii']
bisa nyantai. indah banget brow;bisa nyantai indah banget brow;['bisa', 'nyantai', 'indah', 'banget', 'brow']
Seru bngat psirnya indh dan bersih;Seru bngat psirnya indh dan bersih;['seru', 'bngat', 'psirnya', 'indh', 'dan', 'bersih']
Tempatnya bersih dan menakjubkan;Tempatnya bersih dan menakjubkan;['tempatnya', 'bersih', 'dan', 'menakjubkan']
Alhamdulillah sejenak bersantai ria;Alhamdulillah sejenak bersantai ria;['alhamdulillah', 'sejenak', 'bersantai', 'ria']
Tempat edukasi dan wisata yang pas,;Tempat edukasi dan wisata yang pas;['tempat', 'edukasi', 'dan', 'wisata', 'yang', 'pas']
?? …;;[]
Bagus untuk wisata keluarga;Bagus untuk wisata keluarga;['bagus', 'untuk', 'wisata', 'keluarga']
Mantapp;Mantapp;['mantapp']
Berlibur di pantai sembilan sumenep madura;Berlibur di pantai sembilan sumenep madura;['berlibur', 'di', 'pantai', 'sembilan', 'sumenep', 'madura']
Keren;Keren;['keren']
Mantap;Mantap;['mantap']
Buat santai sih Ok;Buat santai sih Ok;['buat', 'santai', 'sih', 'ok']
Sangat tertarik;Sangat tertarik;['sangat', 'tertarik']
Sangat bagus, masih sepi;Sangat bagus masih sepi;['sangat', 'bagus', 'masih', 'sepi']
Pantai yang indah nan nyaman;Pantai yang indah nan nyaman;['pantai', 'yang', 'indah', 'nan', 'nyaman']
Cukup menyenangkan untuk istirahat;Cukup menyenangkan untuk istirahat;['cukup', 'menyenangkan', 'untuk', 'istirahat']
Pantai yg bagus;Pantai yg bagus;['pantai', 'yg', 'bagus']
Keren abis;Keren abis;['keren', 'abis']
Sudah mulai kena dampak abrasi;Sudah mulai kena dampak abrasi;['sudah', 'mulai', 'kena', 'dampak', 'abrasi']
Pantai bersih;Pantai bersih;['pantai', 'bersih']
Bersihh;Bersihh;['bersihh']
Lumayan bagus;Lumayan bagus;['lumayan', 'bagus']
Pantai Sembilan semakin hits aja;Pantai Sembilan semakin hits aja;['pantai', 'sembilan', 'semakin', 'hits', 'aja']
Ramai dengan pengunjung;Ramai dengan pengunjung;['ramai', 'dengan', 'pengunjung']
tetap semangat;tetap semangat;['tetap', 'semangat']
Banana boat nya seru....;Banana boat nya seru;['banana', 'boat', 'nya', 'seru']
Bagus nyaman;Bagus nyaman;['bagus', 'nyaman']
Bagus;Bagus;['bagus']
Tempatnya asik, adem;Tempatnya asik adem;['tempatnya', 'asik', 'adem']
Tempat nya bagus banget;Tempat nya bagus banget;['tempat', 'nya', 'bagus', 'banget']
Jauh jauh kesini gak nyesel deh;Jauh jauh kesini gak nyesel deh;['jauh', 'jauh', 'kesini', 'gak', 'nyesel', 'deh']
Surganya Sumenep;Surganya Sumenep;['surganya', 'sumenep']
Mantabbbb cuy panorama alamnya;Mantabbbb cuy panorama alamnya;['mantabbbb', 'cuy', 'panorama', 'alamnya']
Tempatnya bagus lho.;Tempatnya bagus lho;['tempatnya', 'bagus', 'lho']
Mantap;Mantap;['mantap']
Indah;Indah;['indah']
Sangat bersih dan nyaman...;Sangat bersih dan nyaman;['sangat', 'bersih', 'dan', 'nyaman']
Keren abis, top markotop...;Keren abis top markotop;['keren', 'abis', 'top', 'markotop']
Surga tersebunyi;Surga tersebunyi;['surga', 'tersebunyi']
Lumayan indah dan bersih;Lumayan indah dan bersih;['lumayan', 'indah', 'dan', 'bersih']
mantap;mantap;['mantap']
Relatif dekat menyebrang ?? …;Relatif dekat menyebrang;['relatif', 'dekat', 'menyebrang']
Cocok liat sunset;Cocok liat sunset;['cocok', 'liat', 'sunset']
Bagus tempatnya;Bagus tempatnya;['bagus', 'tempatnya']
Bagus semakin bersih ?? …;Bagus semakin bersih;['bagus', 'semakin', 'bersih']
Fasilitas kurang lengkap..;Fasilitas kurang lengkap;['fasilitas', 'kurang', 'lengkap']
Bagus tempatnya;Bagus tempatnya;['bagus', 'tempatnya']
bagus banget;bagus banget;['bagus', 'banget']
indah bangett kereenn tempat ini;indah bangett kereenn tempat ini;['indah', 'bangett', 'kereenn', 'tempat', 'ini']
Sangat menyenangkan;Sangat menyenangkan;['sangat', 'menyenangkan']
Toiletnya mahal 3000;Toiletnya mahal;['toiletnya', 'mahal']
Bagus;Bagus;['bagus']
Pantai SEMBILAN Balinya MADURA;Pantai SEMBILAN Balinya MADURA;['pantai', 'sembilan', 'balinya', 'madura']
Kurang tempat yang adik;Kurang tempat yang adik;['kurang', 'tempat', 'yang', 'adik']
Kampung Halaman Saya yang sangat indah;Kampung Halaman Saya yang sangat indah;['kampung', 'halaman', 'saya', 'yang', 'sangat', 'indah']
Indah tapi kurang asri dan sejuk;Indah tapi kurang asri dan sejuk;['indah', 'tapi', 'kurang', 'asri', 'dan', 'sejuk']
Air Laut bersih bening;Air Laut bersih bening;['air', 'laut', 'bersih', 'bening']
Istimewa....;Istimewa;['istimewa']
Pantai yang indah di Gili Genting...;Pantai yang indah di Gili Genting;['pantai', 'yang', 'indah', 'di', 'gili', 'genting']
Serasa pantai sendiri;Serasa pantai sendiri;['serasa', 'pantai', 'sendiri']
Menakjubkan?????? …;Menakjubkan;['menakjubkan']
Tempat penjual pentol;Tempat penjual pentol;['tempat', 'penjual', 'pentol']
Mau nginep juga ok, ???????? …;Mau nginep juga ok;['mau', 'nginep', 'juga', 'ok']
Begitu indah dalam persaudaraan;Begitu indah dalam persaudaraan;['begitu', 'indah', 'dalam', 'persaudaraan']
"Untuk daerah sumenep
Ok juga";Untuk daerah sumenep Ok juga;['untuk', 'daerah', 'sumenep', 'ok', 'juga']
Rapi,indah,bersih,nyaman dan aman;Rapiindahbersihnyaman dan aman;['rapiindahbersihnyaman', 'dan', 'aman']
Bagus;Bagus;['bagus']
Mantap fasilitasnya;Mantap fasilitasnya;['mantap', 'fasilitasnya']
Pantai bersih dan putih;Pantai bersih dan putih;['pantai', 'bersih', 'dan', 'putih']
Mantap;Mantap;['mantap']
Jozzzzz sekali;Jozzzzz sekali;['jozzzzz', 'sekali']
Buat anak muda, ini keren;Buat anak muda ini keren;['buat', 'anak', 'muda', 'ini', 'keren']
